date,count,count2,bucket,word,wordsmallcaps
01/03/2008,167.28,"41,961",Bakers & dairies,Bakers & dairies,bakers & dairies
01/04/2008,156.00,"39,130",Bakers & dairies,Bakers & dairies,bakers & dairies
01/05/2008,170.16,"42,682",Bakers & dairies,Bakers & dairies,bakers & dairies
01/06/2008,178.74,"44,835",Bakers & dairies,Bakers & dairies,bakers & dairies
01/07/2008,177.17,"44,442",Bakers & dairies,Bakers & dairies,bakers & dairies
01/08/2008,162.37,"40,728",Bakers & dairies,Bakers & dairies,bakers & dairies
01/09/2008,177.81,"44,602",Bakers & dairies,Bakers & dairies,bakers & dairies
01/10/2008,190.77,"47,852",Bakers & dairies,Bakers & dairies,bakers & dairies
01/11/2008,177.21,"44,452",Bakers & dairies,Bakers & dairies,bakers & dairies
01/12/2008,246.11,"61,733",Bakers & dairies,Bakers & dairies,bakers & dairies
01/01/2009,165.23,"41,446",Bakers & dairies,Bakers & dairies,bakers & dairies
01/02/2009,179.98,"45,145",Bakers & dairies,Bakers & dairies,bakers & dairies
01/03/2009,209.22,"52,480",Bakers & dairies,Bakers & dairies,bakers & dairies
01/04/2009,195.92,"49,145",Bakers & dairies,Bakers & dairies,bakers & dairies
01/05/2009,206.37,"51,765",Bakers & dairies,Bakers & dairies,bakers & dairies
01/06/2009,221.17,"55,479",Bakers & dairies,Bakers & dairies,bakers & dairies
01/07/2009,228.21,"57,245",Bakers & dairies,Bakers & dairies,bakers & dairies
01/08/2009,202.62,"50,826",Bakers & dairies,Bakers & dairies,bakers & dairies
01/09/2009,224.22,"56,244",Bakers & dairies,Bakers & dairies,bakers & dairies
01/10/2009,238.42,"59,805",Bakers & dairies,Bakers & dairies,bakers & dairies
01/11/2009,248.01,"62,212",Bakers & dairies,Bakers & dairies,bakers & dairies
01/12/2009,286.85,"71,954",Bakers & dairies,Bakers & dairies,bakers & dairies
01/01/2010,192.02,"48,166",Bakers & dairies,Bakers & dairies,bakers & dairies
01/02/2010,218.52,"54,814",Bakers & dairies,Bakers & dairies,bakers & dairies
01/03/2010,265.44,"66,582",Bakers & dairies,Bakers & dairies,bakers & dairies
01/04/2010,237.85,"59,663",Bakers & dairies,Bakers & dairies,bakers & dairies
01/05/2010,248.32,"62,288",Bakers & dairies,Bakers & dairies,bakers & dairies
01/06/2010,293.49,"73,618",Bakers & dairies,Bakers & dairies,bakers & dairies
01/07/2010,286.41,"71,844",Bakers & dairies,Bakers & dairies,bakers & dairies
01/08/2010,269.29,"67,549",Bakers & dairies,Bakers & dairies,bakers & dairies
01/09/2010,269.49,"67,598",Bakers & dairies,Bakers & dairies,bakers & dairies
01/10/2010,291.40,"73,095",Bakers & dairies,Bakers & dairies,bakers & dairies
01/11/2010,311.29,"78,083",Bakers & dairies,Bakers & dairies,bakers & dairies
01/12/2010,329.23,"82,585",Bakers & dairies,Bakers & dairies,bakers & dairies
01/01/2011,290.82,"72,950",Bakers & dairies,Bakers & dairies,bakers & dairies
01/02/2011,309.70,"77,684",Bakers & dairies,Bakers & dairies,bakers & dairies
01/03/2011,341.12,"85,566",Bakers & dairies,Bakers & dairies,bakers & dairies
01/04/2011,369.67,"92,727",Bakers & dairies,Bakers & dairies,bakers & dairies
01/05/2011,421.93,"105,836",Bakers & dairies,Bakers & dairies,bakers & dairies
01/06/2011,464.61,"116,544",Bakers & dairies,Bakers & dairies,bakers & dairies
01/07/2011,490.24,"122,973",Bakers & dairies,Bakers & dairies,bakers & dairies
01/08/2011,490.03,"122,919",Bakers & dairies,Bakers & dairies,bakers & dairies
01/09/2011,498.24,"124,979",Bakers & dairies,Bakers & dairies,bakers & dairies
01/10/2011,539.58,"135,349",Bakers & dairies,Bakers & dairies,bakers & dairies
01/11/2011,552.79,"138,661",Bakers & dairies,Bakers & dairies,bakers & dairies
01/12/2011,610.28,"153,083",Bakers & dairies,Bakers & dairies,bakers & dairies
01/01/2012,492.41,"123,516",Bakers & dairies,Bakers & dairies,bakers & dairies
01/02/2012,592.05,"148,510",Bakers & dairies,Bakers & dairies,bakers & dairies
01/03/2012,916.89,"229,992",Bakers & dairies,Bakers & dairies,bakers & dairies
01/04/2012,609.11,"152,789",Bakers & dairies,Bakers & dairies,bakers & dairies
01/05/2012,679.02,"170,326",Bakers & dairies,Bakers & dairies,bakers & dairies
01/06/2012,682.29,"171,145",Bakers & dairies,Bakers & dairies,bakers & dairies
01/07/2012,738.95,"185,358",Bakers & dairies,Bakers & dairies,bakers & dairies
01/08/2012,724.85,"181,822",Bakers & dairies,Bakers & dairies,bakers & dairies
01/09/2012,713.13,"178,882",Bakers & dairies,Bakers & dairies,bakers & dairies
01/10/2012,805.00,"201,927",Bakers & dairies,Bakers & dairies,bakers & dairies
01/11/2012,822.07,"206,208",Bakers & dairies,Bakers & dairies,bakers & dairies
01/12/2012,840.66,"210,872",Bakers & dairies,Bakers & dairies,bakers & dairies
01/01/2013,693.30,"173,907",Bakers & dairies,Bakers & dairies,bakers & dairies
01/02/2013,1055.98,"264,882",Bakers & dairies,Bakers & dairies,bakers & dairies
01/03/2013,853.09,"213,989",Bakers & dairies,Bakers & dairies,bakers & dairies
01/04/2013,828.21,"207,748",Bakers & dairies,Bakers & dairies,bakers & dairies
01/05/2013,932.59,"233,930",Bakers & dairies,Bakers & dairies,bakers & dairies
01/06/2013,922.47,"231,392",Bakers & dairies,Bakers & dairies,bakers & dairies
01/07/2013,984.58,"246,973",Bakers & dairies,Bakers & dairies,bakers & dairies
01/08/2013,994.73,"249,517",Bakers & dairies,Bakers & dairies,bakers & dairies
01/09/2013,988.28,"247,899",Bakers & dairies,Bakers & dairies,bakers & dairies
01/10/2013,1048.00,"262,881",Bakers & dairies,Bakers & dairies,bakers & dairies
01/11/2013,1036.32,"259,950",Bakers & dairies,Bakers & dairies,bakers & dairies
01/12/2013,1014.38,"254,447",Bakers & dairies,Bakers & dairies,bakers & dairies
01/01/2014,872.56,"218,873",Bakers & dairies,Bakers & dairies,bakers & dairies
01/02/2014,980.05,"245,836",Bakers & dairies,Bakers & dairies,bakers & dairies
01/03/2014,1161.16,"291,266",Bakers & dairies,Bakers & dairies,bakers & dairies
01/04/2014,1084.32,"271,991",Bakers & dairies,Bakers & dairies,bakers & dairies
01/06/2005,158.72,"91,436",Sweet stores,Sweet stores,sweet stores
01/07/2005,113.11,"65,158",Sweet stores,Sweet stores,sweet stores
01/08/2005,121.92,"70,236",Sweet stores,Sweet stores,sweet stores
01/09/2005,108.93,"62,752",Sweet stores,Sweet stores,sweet stores
01/10/2005,122.45,"70,538",Sweet stores,Sweet stores,sweet stores
01/11/2005,221.59,"127,651",Sweet stores,Sweet stores,sweet stores
01/12/2005,596.89,"343,852",Sweet stores,Sweet stores,sweet stores
01/01/2006,85.80,"49,429",Sweet stores,Sweet stores,sweet stores
01/02/2006,120.74,"69,552",Sweet stores,Sweet stores,sweet stores
01/03/2006,158.42,"91,263",Sweet stores,Sweet stores,sweet stores
01/04/2006,220.74,"127,161",Sweet stores,Sweet stores,sweet stores
01/05/2006,110.40,"63,599",Sweet stores,Sweet stores,sweet stores
01/06/2006,120.56,"69,450",Sweet stores,Sweet stores,sweet stores
01/07/2006,110.45,"63,628",Sweet stores,Sweet stores,sweet stores
01/08/2006,119.69,"68,951",Sweet stores,Sweet stores,sweet stores
01/09/2006,114.14,"65,754",Sweet stores,Sweet stores,sweet stores
01/10/2006,141.86,"81,722",Sweet stores,Sweet stores,sweet stores
01/11/2006,259.05,"149,233",Sweet stores,Sweet stores,sweet stores
01/12/2006,683.95,"394,005",Sweet stores,Sweet stores,sweet stores
01/01/2007,102.90,"59,276",Sweet stores,Sweet stores,sweet stores
01/02/2007,143.72,"82,793",Sweet stores,Sweet stores,sweet stores
01/03/2007,231.89,"133,584",Sweet stores,Sweet stores,sweet stores
01/04/2007,274.60,"158,189",Sweet stores,Sweet stores,sweet stores
01/05/2007,163.99,"94,471",Sweet stores,Sweet stores,sweet stores
01/06/2007,188.00,"108,303",Sweet stores,Sweet stores,sweet stores
01/07/2007,193.62,"111,537",Sweet stores,Sweet stores,sweet stores
01/08/2007,177.66,"102,344",Sweet stores,Sweet stores,sweet stores
01/09/2007,160.92,"92,700",Sweet stores,Sweet stores,sweet stores
01/10/2007,209.61,"120,748",Sweet stores,Sweet stores,sweet stores
01/11/2007,350.95,"202,171",Sweet stores,Sweet stores,sweet stores
01/12/2007,803.97,"463,145",Sweet stores,Sweet stores,sweet stores
01/01/2008,145.62,"83,887",Sweet stores,Sweet stores,sweet stores
01/02/2008,232.05,"133,678",Sweet stores,Sweet stores,sweet stores
01/03/2008,366.49,"211,126",Sweet stores,Sweet stores,sweet stores
01/04/2008,153.24,"88,278",Sweet stores,Sweet stores,sweet stores
01/05/2008,159.25,"91,739",Sweet stores,Sweet stores,sweet stores
01/06/2008,220.82,"127,210",Sweet stores,Sweet stores,sweet stores
01/07/2008,196.02,"112,922",Sweet stores,Sweet stores,sweet stores
01/08/2008,180.37,"103,903",Sweet stores,Sweet stores,sweet stores
01/09/2008,191.69,"110,424",Sweet stores,Sweet stores,sweet stores
01/10/2008,222.82,"128,360",Sweet stores,Sweet stores,sweet stores
01/11/2008,325.99,"187,791",Sweet stores,Sweet stores,sweet stores
01/12/2008,846.17,"487,453",Sweet stores,Sweet stores,sweet stores
01/01/2009,137.22,"79,048",Sweet stores,Sweet stores,sweet stores
01/02/2009,226.76,"130,630",Sweet stores,Sweet stores,sweet stores
01/03/2009,289.53,"166,787",Sweet stores,Sweet stores,sweet stores
01/04/2009,325.84,"187,704",Sweet stores,Sweet stores,sweet stores
01/05/2009,165.18,"95,155",Sweet stores,Sweet stores,sweet stores
01/06/2009,230.32,"132,679",Sweet stores,Sweet stores,sweet stores
01/07/2009,211.71,"121,961",Sweet stores,Sweet stores,sweet stores
01/08/2009,185.30,"106,747",Sweet stores,Sweet stores,sweet stores
01/09/2009,226.49,"130,474",Sweet stores,Sweet stores,sweet stores
01/10/2009,246.59,"142,051",Sweet stores,Sweet stores,sweet stores
01/11/2009,365.92,"210,798",Sweet stores,Sweet stores,sweet stores
01/12/2009,790.74,"455,521",Sweet stores,Sweet stores,sweet stores
01/01/2010,182.86,"105,342",Sweet stores,Sweet stores,sweet stores
01/02/2010,244.24,"140,702",Sweet stores,Sweet stores,sweet stores
01/03/2010,378.49,"218,037",Sweet stores,Sweet stores,sweet stores
01/04/2010,260.90,"150,297",Sweet stores,Sweet stores,sweet stores
01/05/2010,174.49,"100,518",Sweet stores,Sweet stores,sweet stores
01/06/2010,250.78,"144,465",Sweet stores,Sweet stores,sweet stores
01/07/2010,213.10,"122,759",Sweet stores,Sweet stores,sweet stores
01/08/2010,234.62,"135,158",Sweet stores,Sweet stores,sweet stores
01/09/2010,221.50,"127,601",Sweet stores,Sweet stores,sweet stores
01/10/2010,253.59,"146,087",Sweet stores,Sweet stores,sweet stores
01/11/2010,426.99,"245,976",Sweet stores,Sweet stores,sweet stores
01/12/2010,793.11,"456,885",Sweet stores,Sweet stores,sweet stores
01/01/2011,203.32,"117,124",Sweet stores,Sweet stores,sweet stores
01/02/2011,258.27,"148,784",Sweet stores,Sweet stores,sweet stores
01/03/2011,284.44,"163,859",Sweet stores,Sweet stores,sweet stores
01/04/2011,435.50,"250,880",Sweet stores,Sweet stores,sweet stores
01/05/2011,346.61,"199,673",Sweet stores,Sweet stores,sweet stores
01/06/2011,327.74,"188,803",Sweet stores,Sweet stores,sweet stores
01/07/2011,315.17,"181,561",Sweet stores,Sweet stores,sweet stores
01/08/2011,332.33,"191,448",Sweet stores,Sweet stores,sweet stores
01/09/2011,320.66,"184,725",Sweet stores,Sweet stores,sweet stores
01/10/2011,348.67,"200,858",Sweet stores,Sweet stores,sweet stores
01/11/2011,519.98,"299,542",Sweet stores,Sweet stores,sweet stores
01/12/2011,1035.94,"596,773",Sweet stores,Sweet stores,sweet stores
01/01/2012,251.54,"144,906",Sweet stores,Sweet stores,sweet stores
01/02/2012,335.71,"193,395",Sweet stores,Sweet stores,sweet stores
01/03/2012,336.69,"193,958",Sweet stores,Sweet stores,sweet stores
01/04/2012,460.01,"264,999",Sweet stores,Sweet stores,sweet stores
01/05/2012,322.30,"185,668",Sweet stores,Sweet stores,sweet stores
01/06/2012,358.97,"206,792",Sweet stores,Sweet stores,sweet stores
01/07/2012,355.47,"204,775",Sweet stores,Sweet stores,sweet stores
01/08/2012,358.82,"206,703",Sweet stores,Sweet stores,sweet stores
01/09/2012,325.00,"187,224",Sweet stores,Sweet stores,sweet stores
01/10/2012,430.43,"247,956",Sweet stores,Sweet stores,sweet stores
01/11/2012,582.61,"335,627",Sweet stores,Sweet stores,sweet stores
01/12/2012,1094.72,"630,636",Sweet stores,Sweet stores,sweet stores
01/01/2013,256.02,"147,485",Sweet stores,Sweet stores,sweet stores
01/02/2013,347.86,"200,391",Sweet stores,Sweet stores,sweet stores
01/03/2013,567.42,"326,875",Sweet stores,Sweet stores,sweet stores
01/04/2013,413.31,"238,093",Sweet stores,Sweet stores,sweet stores
01/05/2013,376.17,"216,699",Sweet stores,Sweet stores,sweet stores
01/06/2013,390.96,"225,219",Sweet stores,Sweet stores,sweet stores
01/07/2013,382.78,"220,508",Sweet stores,Sweet stores,sweet stores
01/08/2013,410.22,"236,318",Sweet stores,Sweet stores,sweet stores
01/09/2013,391.97,"225,801",Sweet stores,Sweet stores,sweet stores
01/10/2013,443.95,"255,747",Sweet stores,Sweet stores,sweet stores
01/11/2013,593.19,"341,719",Sweet stores,Sweet stores,sweet stores
01/12/2013,989.22,"569,862",Sweet stores,Sweet stores,sweet stores
01/01/2014,331.03,"190,697",Sweet stores,Sweet stores,sweet stores
01/02/2014,421.87,"243,029",Sweet stores,Sweet stores,sweet stores
01/03/2014,494.53,"284,882",Sweet stores,Sweet stores,sweet stores
01/04/2014,614.81,"354,176",Sweet stores,Sweet stores,sweet stores
01/06/2005,112.18,"1,023,501",Miscellaneous foodstores,Miscellaneous foodstores,miscellaneous foodstores
01/07/2005,112.63,"1,027,627",Miscellaneous foodstores,Miscellaneous foodstores,miscellaneous foodstores
01/08/2005,121.39,"1,107,602",Miscellaneous foodstores,Miscellaneous foodstores,miscellaneous foodstores
01/09/2005,111.01,"1,012,908",Miscellaneous foodstores,Miscellaneous foodstores,miscellaneous foodstores
01/10/2005,120.97,"1,103,716",Miscellaneous foodstores,Miscellaneous foodstores,miscellaneous foodstores
01/11/2005,130.05,"1,186,616",Miscellaneous foodstores,Miscellaneous foodstores,miscellaneous foodstores
01/12/2005,160.48,"1,464,209",Miscellaneous foodstores,Miscellaneous foodstores,miscellaneous foodstores
01/01/2006,122.39,"1,116,709",Miscellaneous foodstores,Miscellaneous foodstores,miscellaneous foodstores
01/02/2006,117.78,"1,074,680",Miscellaneous foodstores,Miscellaneous foodstores,miscellaneous foodstores
01/03/2006,138.19,"1,260,869",Miscellaneous foodstores,Miscellaneous foodstores,miscellaneous foodstores
01/04/2006,130.42,"1,189,945",Miscellaneous foodstores,Miscellaneous foodstores,miscellaneous foodstores
01/05/2006,161.43,"1,472,901",Miscellaneous foodstores,Miscellaneous foodstores,miscellaneous foodstores
